"functional_classification","t_volume","t_sample_count","t_volume_corrected","state","start_time"
"Trail or Shared Use Path","62740","17280","62740","WA","2016-06-01"
"Interstate","25813","4464","25813","WA","2016-07-01"
"Local","64279","5950","64279","WA","2016-07-01"
"Major Collector","90275","7440","90275","WA","2016-07-01"
"Minor Arterial","195","5952","195","WA","2016-07-01"
"Minor Collector","11844","1488","11844","WA","2016-07-01"
"Principal Arterial - Other","155349","23808","155349","WA","2016-07-01"
"Principal Arterial - Other Freeways and Expressways","8829","8184","8829","WA","2016-07-01"
"Trail or Shared Use Path","70756","17856","70756","WA","2016-07-01"
"Interstate","47888","4464","47888","WA","2016-08-01"
"Local","55665","6652","55665","WA","2016-08-01"
"Major Collector","85949","7440","85949","WA","2016-08-01"
"Minor Arterial","976","5952","976","WA","2016-08-01"
"Minor Collector","11804","1488","11804","WA","2016-08-01"
"Principal Arterial - Other","161981","23808","161981","WA","2016-08-01"
"Principal Arterial - Other Freeways and Expressways","8668","8184","8668","WA","2016-08-01"
"Trail or Shared Use Path","61466","17856","61466","WA","2016-08-01"
"Interstate","39080","4320","39080","WA","2016-09-01"
"Local","59575","6920","59575","WA","2016-09-01"
"Major Collector","63108","7200","63108","WA","2016-09-01"
"Minor Arterial","939","5760","939","WA","2016-09-01"
"Minor Collector","10716","1440","10716","WA","2016-09-01"
"Principal Arterial - Other","136873","23040","136873","WA","2016-09-01"
"Principal Arterial - Other Freeways and Expressways","6800","7920","6800","WA","2016-09-01"
"Trail or Shared Use Path","50371","17280","50371","WA","2016-09-01"
"Interstate","25266","4464","25266","WA","2016-10-01"
"Local","40522","6460","40522","WA","2016-10-01"
"Major Collector","39486","7440","39486","WA","2016-10-01"
"Minor Arterial","545","5952","545","WA","2016-10-01"
"Minor Collector","9175","1488","9175","WA","2016-10-01"
"Principal Arterial - Other","102008","23808","102008","WA","2016-10-01"
"Principal Arterial - Other Freeways and Expressways","3692","8184","3692","WA","2016-10-01"
"Trail or Shared Use Path","29650","17856","29650","WA","2016-10-01"
"Interstate","20704","4314","20704","WA","2016-11-01"
"Local","29093","5748","29093","WA","2016-11-01"
"Major Collector","35524","7190","35524","WA","2016-11-01"
"Minor Arterial","514","5752","514","WA","2016-11-01"
"Minor Collector","8521","1436","8521","WA","2016-11-01"
"Principal Arterial - Other","96037","23008","96037","WA","2016-11-01"
"Principal Arterial - Other Freeways and Expressways","2913","7909","2913","WA","2016-11-01"
"Trail or Shared Use Path","23711","17256","23711","WA","2016-11-01"
"Interstate","11712","4464","11712","WA","2016-12-01"
"Local","52354","6080","52354","WA","2016-12-01"
"Major Collector","20524","7440","20524","WA","2016-12-01"
"Minor Arterial","56","5952","56","WA","2016-12-01"
"Minor Collector","5190","1416","5190","WA","2016-12-01"
"Principal Arterial - Other","58516","23808","58516","WA","2016-12-01"
"Principal Arterial - Other Freeways and Expressways","1065","8184","1065","WA","2016-12-01"
"Trail or Shared Use Path","12880","17856","12880","WA","2016-12-01"
"Interstate","14771","4464","14771","WA","2017-01-01"
"Local","1919","2776","1919","WA","2017-01-01"
"Major Collector","13262","5952","13262","WA","2017-01-01"
"Minor Arterial","7","5952","7","WA","2017-01-01"
"Minor Collector","6387","1360","6387","WA","2017-01-01"
"Principal Arterial - Other","22807","17856","22807","WA","2017-01-01"
"Principal Arterial - Other Freeways and Expressways","1330","8184","1330","WA","2017-01-01"
"Trail or Shared Use Path","12754","17856","12754","WA","2017-01-01"
"Interstate","12958","4032","12958","WA","2017-02-01"
"Local","2780","2688","2780","WA","2017-02-01"
"Major Collector","11120","5376","11120","WA","2017-02-01"
"Minor Arterial","1","5376","1","WA","2017-02-01"
"Minor Collector","5742","1344","5742","WA","2017-02-01"
"Principal Arterial - Other","19264","16128","19264","WA","2017-02-01"
"Principal Arterial - Other Freeways and Expressways","1227","7392","1227","WA","2017-02-01"
"Trail or Shared Use Path","20915","16128","20915","WA","2017-02-01"
"Interstate","20350","4438","19508","WA","2017-03-01"
"Local","6105","2970","6066","WA","2017-03-01"
"Major Collector","15975","5944","15778","WA","2017-03-01"
"Minor Arterial","321","5904","318","WA","2017-03-01"
"Minor Collector","7091","1486","6944","WA","2017-03-01"
"Principal Arterial - Other","26490","17712","25977","WA","2017-03-01"
"Principal Arterial - Other Freeways and Expressways","3081","8118","2982","WA","2017-03-01"
"Trail or Shared Use Path","60753","17712","59764","WA","2017-03-01"
"Interstate","30761","4212","30761","WA","2017-04-01"
"Local","3104","2880","3104","WA","2017-04-01"
"Major Collector","19697","5760","19697","WA","2017-04-01"
"Minor Arterial","860","5520","860","WA","2017-04-01"
"Minor Collector","7901","1425","7901","WA","2017-04-01"
"Principal Arterial - Other","33480","16560","33480","WA","2017-04-01"
"Principal Arterial - Other Freeways and Expressways","4900","7591","4900","WA","2017-04-01"
"Trail or Shared Use Path","58112","16560","58112","WA","2017-04-01"
"Interstate","34229","3532","34229","WA","2017-05-01"
"Local","377","226","377","WA","2017-05-01"
"Major Collector","14811","2880","14811","WA","2017-05-01"
"Minor Arterial","1416","5712","1416","WA","2017-05-01"
"Minor Collector","67","9","67","WA","2017-05-01"
"Principal Arterial - Other","47514","17136","47514","WA","2017-05-01"
"Principal Arterial - Other Freeways and Expressways","8032","7854","8032","WA","2017-05-01"
"Trail or Shared Use Path","68426","17136","68426","WA","2017-05-01"
"Interstate","22042","2728","22042","WA","2017-06-01"
"Minor Arterial","1485","5672","1485","WA","2017-06-01"
"Principal Arterial - Other","47861","17016","47861","WA","2017-06-01"
"Principal Arterial - Other Freeways and Expressways","8142","7799","8142","WA","2017-06-01"
"Trail or Shared Use Path","59919","17016","59919","WA","2017-06-01"
"Interstate","27059","2976","27059","WA","2017-07-01"
"Minor Arterial","1424","5720","1424","WA","2017-07-01"
"Principal Arterial - Other","56413","17856","56413","WA","2017-07-01"
"Principal Arterial - Other Freeways and Expressways","8953","8084","8953","WA","2017-07-01"
"Trail or Shared Use Path","72789","17856","72789","WA","2017-07-01"
"Interstate","22681","2968","22681","WA","2017-08-01"
"Minor Arterial","1436","5936","1436","WA","2017-08-01"
"Principal Arterial - Other","51155","17808","51155","WA","2017-08-01"
"Principal Arterial - Other Freeways and Expressways","7914","8166","7914","WA","2017-08-01"
"Trail or Shared Use Path","59812","17808","59812","WA","2017-08-01"
"Interstate","17401","2792","17401","WA","2017-09-01"
"Minor Arterial","925","5608","925","WA","2017-09-01"
"Principal Arterial - Other","44093","16748","44093","WA","2017-09-01"
"Principal Arterial - Other Freeways and Expressways","5776","7714","5776","WA","2017-09-01"
"Trail or Shared Use Path","47195","16768","47195","WA","2017-09-01"
"Interstate","13627","2864","13627","WA","2017-10-01"
"Minor Arterial","241","1560","241","WA","2017-10-01"
"Principal Arterial - Other","41960","17212","41960","WA","2017-10-01"
"Principal Arterial - Other Freeways and Expressways","4114","7635","4114","WA","2017-10-01"
"Trail or Shared Use Path","30957","17176","30957","WA","2017-10-01"
"Interstate","6794","2836","6794","WA","2017-11-01"
"Minor Arterial","279","5672","279","WA","2017-11-01"
"Principal Arterial - Other","27088","17024","27088","WA","2017-11-01"
"Principal Arterial - Other Freeways and Expressways","1888","6381","1888","WA","2017-11-01"
"Trail or Shared Use Path","13249","17016","13249","WA","2017-11-01"
"Interstate","5896","2976","5896","WA","2017-12-01"
"Minor Arterial","95","5952","95","WA","2017-12-01"
"Principal Arterial - Other","20217","17856","20217","WA","2017-12-01"
"Principal Arterial - Other Freeways and Expressways","1930","6696","1930","WA","2017-12-01"
"Trail or Shared Use Path","9825","17856","9825","WA","2017-12-01"
"Interstate","6920","2976","6920","WA","2018-01-01"
"Minor Arterial","32","5952","32","WA","2018-01-01"
"Principal Arterial - Other","31448","17856","31448","WA","2018-01-01"
"Principal Arterial - Other Freeways and Expressways","3996","6696","3996","WA","2018-01-01"
"Trail or Shared Use Path","12582","17856","12582","WA","2018-01-01"
"Interstate","5837","2688","5837","WA","2018-02-01"
"Minor Arterial","112","5376","112","WA","2018-02-01"
"Principal Arterial - Other","27240","16000","27240","WA","2018-02-01"
"Principal Arterial - Other Freeways and Expressways","3119","6040","3119","WA","2018-02-01"
"Trail or Shared Use Path","12809","16096","12809","WA","2018-02-01"
"Interstate","11746","2936","10838","WA","2018-03-01"
"Minor Arterial","362","5872","339","WA","2018-03-01"
"Principal Arterial - Other","44897","17680","42475","WA","2018-03-01"
"Principal Arterial - Other Freeways and Expressways","6636","6606","6242","WA","2018-03-01"
"Trail or Shared Use Path","29544","17616","26886","WA","2018-03-01"
"Interstate","12011","2880","12011","WA","2018-04-01"
"Minor Arterial","863","5760","863","WA","2018-04-01"
"Principal Arterial - Other","42077","17280","42077","WA","2018-04-01"
"Principal Arterial - Other Freeways and Expressways","7104","6480","7104","WA","2018-04-01"
"Trail or Shared Use Path","32711","17280","32711","WA","2018-04-01"
"Interstate","22483","2976","22483","WA","2018-05-01"
"Minor Arterial","1222","5952","1222","WA","2018-05-01"
"Principal Arterial - Other","69020","17856","69020","WA","2018-05-01"
"Principal Arterial - Other Freeways and Expressways","13814","6696","13814","WA","2018-05-01"
"Trail or Shared Use Path","62432","17624","62432","WA","2018-05-01"
"Interstate","19979","2880","19979","WA","2018-06-01"
"Minor Arterial","1635","5760","1635","WA","2018-06-01"
"Principal Arterial - Other","62228","17280","62228","WA","2018-06-01"
"Principal Arterial - Other Freeways and Expressways","13122","6480","13122","WA","2018-06-01"
"Trail or Shared Use Path","60165","17280","60165","WA","2018-06-01"
"Interstate","22515","2976","22515","WA","2018-07-01"
"Minor Arterial","1388","5952","1388","WA","2018-07-01"
"Principal Arterial - Other","73432","17856","73432","WA","2018-07-01"
"Principal Arterial - Other Freeways and Expressways","14092","6369","14092","WA","2018-07-01"
"Trail or Shared Use Path","78277","17856","78277","WA","2018-07-01"
"Interstate","19645","2976","19645","WA","2018-08-01"
"Minor Arterial","1129","5952","1129","WA","2018-08-01"
"Principal Arterial - Other","60577","17856","60577","WA","2018-08-01"
"Principal Arterial - Other Freeways and Expressways","11636","6475","11636","WA","2018-08-01"
"Trail or Shared Use Path","50539","17856","50539","WA","2018-08-01"
"Interstate","15470","2880","15470","WA","2018-09-01"
"Minor Arterial","1427","5760","1427","WA","2018-09-01"
"Principal Arterial - Other","56347","17280","56347","WA","2018-09-01"
"Principal Arterial - Other Freeways and Expressways","9374","6000","9374","WA","2018-09-01"
"Trail or Shared Use Path","48181","17280","48181","WA","2018-09-01"
"Interstate","11052","2976","11052","WA","2018-10-01"
"Minor Arterial","775","5952","775","WA","2018-10-01"
"Principal Arterial - Other","49121","17856","49121","WA","2018-10-01"
"Principal Arterial - Other Freeways and Expressways","7338","6067","7338","WA","2018-10-01"
"Trail or Shared Use Path","31719","17856","31719","WA","2018-10-01"
"Interstate","7933","2872","7933","WA","2018-11-01"
"Minor Arterial","319","5744","319","WA","2018-11-01"
"Principal Arterial - Other","38359","17232","38359","WA","2018-11-01"
"Principal Arterial - Other Freeways and Expressways","4775","5744","4775","WA","2018-11-01"
"Trail or Shared Use Path","18092","17232","18092","WA","2018-11-01"
"Interstate","5494","2976","5494","WA","2018-12-01"
"Minor Arterial","172","5952","172","WA","2018-12-01"
"Principal Arterial - Other","27008","17856","27008","WA","2018-12-01"
"Principal Arterial - Other Freeways and Expressways","2989","5952","2989","WA","2018-12-01"
"Trail or Shared Use Path","11828","17856","11828","WA","2018-12-01"
"Interstate","8326","2976","8326","WA","2019-01-01"
"Minor Arterial","144","5952","144","WA","2019-01-01"
"Principal Arterial - Other","38614","17856","38614","WA","2019-01-01"
"Principal Arterial - Other Freeways and Expressways","5161","6164","5161","WA","2019-01-01"
"Trail or Shared Use Path","17432","17856","17432","WA","2019-01-01"
"Interstate","2950","2688","2950","WA","2019-02-01"
"Minor Arterial","23","5376","23","WA","2019-02-01"
"Principal Arterial - Other","18187","16128","18187","WA","2019-02-01"
"Principal Arterial - Other Freeways and Expressways","1588","5928","1588","WA","2019-02-01"
"Trail or Shared Use Path","3148","14016","3148","WA","2019-02-01"
"Interstate","13262","2972","12689","WA","2019-03-01"
"Minor Arterial","203","5944","203","WA","2019-03-01"
"Principal Arterial - Other","49557","17832","48350","WA","2019-03-01"
"Principal Arterial - Other Freeways and Expressways","7749","5964","7511","WA","2019-03-01"
"Trail or Shared Use Path","31804","11120","30869","WA","2019-03-01"
"Interstate","12420","2880","12420","WA","2019-04-01"
"Minor Arterial","916","5760","916","WA","2019-04-01"
"Principal Arterial - Other","46507","17280","46507","WA","2019-04-01"
"Principal Arterial - Other Freeways and Expressways","7004","5760","7004","WA","2019-04-01"
"Trail or Shared Use Path","12136","8216","12136","WA","2019-04-01"
"Interstate","20051","2976","20051","WA","2019-05-01"
"Minor Arterial","1439","5952","1439","WA","2019-05-01"
"Principal Arterial - Other","69530","17856","69530","WA","2019-05-01"
"Principal Arterial - Other Freeways and Expressways","12964","5952","12964","WA","2019-05-01"
"Trail or Shared Use Path","32474","11904","32474","WA","2019-05-01"
"Interstate","20405","2880","20405","WA","2019-06-01"
"Minor Arterial","1464","5760","1464","WA","2019-06-01"
"Principal Arterial - Other","66878","17280","66878","WA","2019-06-01"
"Principal Arterial - Other Freeways and Expressways","13670","5760","13670","WA","2019-06-01"
"Trail or Shared Use Path","54157","11288","54157","WA","2019-06-01"
"Interstate","19132","2976","19132","WA","2019-07-01"
"Minor Arterial","1671","5952","1671","WA","2019-07-01"
"Principal Arterial - Other","71310","17856","71310","WA","2019-07-01"
"Principal Arterial - Other Freeways and Expressways","13075","5952","13075","WA","2019-07-01"
"Trail or Shared Use Path","55741","11904","55741","WA","2019-07-01"
"Interstate","20254","2860","20254","WA","2019-08-01"
